"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, neutral expression, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, serious expression, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, surprised, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, shocked, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, embarrassed blush, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, determined look, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, wounded but standing"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, back-turned silhouette"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, confident smirk, victory pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, battle stance"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, guard up"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, attack follow-through"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, charging forward"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, power-up pose"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, running start"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, sliding crouch"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, mid-air jump"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, wall lean"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, commanding gesture"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, hand on hip"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, reaching out"
"absurdres, masterpiece, high quality, best quality, 1boy, young, male child, two-tone hair, short hair, blonde hair, auburn streaked hair, brown eyes,  white background, plain background, simple background, full body, simple clothes, brown tunic, rugged boots, medievel attire, looking to right, <lora:DisneyStudios_style:1> <lora:Disney_Animation_v5-V7:1>, sad expression, wounded but standing"
